stefy
ID	proteína	bacteria	pvalue	log2FoldChange
SEQF3025_02457	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF3057_01004	Enolase	Lachnospiraceae	0.3484576	3E+09
SEQF3060_01901	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF3175_00787	Enolase	Oribacterium sp.	0.3484576	3E+09
SEQF3179_01580	Enolase	Peptostreptococcaceae	0.3484576	3E+09
SEQF3181_00328	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium sp.	0.3484576	3E+09
SEQF3181_01580	3-aminobutyryl-CoA ammonia lyase	Fusobacterium sp.	0.3484576	3E+09
SEQF1075_00763	putative binding protein component of ABC iron transporter	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1076_00312	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1076_00753	Acetyl-CoA acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1078_00990	Iron uptake protein A1	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1078_01779	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1160_01223	Pyruvate synthase	Fusobacterium periodonticum	0.378254406	3E+09
SEQF1160_02061	putative binding protein component of ABC iron transporter	Fusobacterium periodonticum	0.378254406	3E+09
SEQF1879_01956	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium sp.	0.378254406	3E+09
SEQF1883_00879	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.378254406	3E+09
SEQF1883_00899	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2065_00568	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2067_00979	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2067_01440	Iron uptake protein A1	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2406_00887	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2406_00892	Ethanolamine utilization protein EutD	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2529_00263	Pyruvate synthase	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2529_00266	Ethanolamine utilization protein EutD	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2529_01477	Periplasmic dipeptide transport protein	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2530_01087	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2530_01663	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2530_01683	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2531_00331	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2532_00011	Alkyl hydroperoxide reductase subunit C	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2532_01597	Pyruvate synthase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2532_01752	Acetyl-CoA acetyltransferase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2532_01967	Pyruvate synthase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2539_00646	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2539_00720	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2539_01323	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2550_00417	Pyruvate synthase	Fusobacterium gonidiaformans	0.378254406	3E+09
SEQF2550_00630	Alkyl hydroperoxide reductase subunit C	Fusobacterium gonidiaformans	0.378254406	3E+09
SEQF2550_01248	Acetyl-CoA acetyltransferase	Fusobacterium gonidiaformans	0.378254406	3E+09
SEQF2550_01880	Pyruvate synthase	Fusobacterium gonidiaformans	0.378254406	3E+09
SEQF2555_00446	putative binding protein component of ABC iron transporter	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2555_00923	Glutathione-binding protein GsiB	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2555_00924	Heme-binding protein A	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2555_01877	Phosphate acetyltransferase	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2555_01880	Pyruvate synthase	Fusobacterium periodonticum	0.378254406	3E+09
SEQF2670_00902	Pyruvate synthase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2670_01129	Pyruvate synthase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2670_01464	Acetyl-CoA acetyltransferase	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2670_01654	Alkyl hydroperoxide reductase subunit C	Fusobacterium necrophorum	0.378254406	3E+09
SEQF2812_00646	putative binding protein component of ABC iron transporter	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2812_00841	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2813_00838	putative binding protein component of ABC iron transporter	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2813_01028	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2814_01013	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2814_01212	putative binding protein component of ABC iron transporter	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2815_00444	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2815_01071	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2816_00914	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2816_00926	Heme-binding protein A	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2816_01687	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2816_01689	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2817_00789	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2818_00455	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2818_00659	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2819_00634	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2819_00846	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2820_01313	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2820_01574	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2821_01087	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2821_01202	Acetyl-CoA acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2821_01887	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2821_01889	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2822_00104	Acetyl-CoA acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2822_00790	Pyruvate synthase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2822_00792	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2822_02162	Iron uptake protein A1	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2840_01934	Ethanolamine utilization protein EutD	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2840_02243	Iron uptake protein A1	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2841_00427	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2841_00689	Ethanolamine utilization protein EutD	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2842_01803	Ethanolamine utilization protein EutD	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2842_02009	Iron uptake protein A1	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2843_01121	Phosphate acetyltransferase	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2843_01552	Iron uptake protein A1	Fusobacterium hwasookii	0.378254406	3E+09
SEQF2896_01331	Phosphate acetyltransferase	Fusobacterium sp.	0.378254406	3E+09
SEQF2896_01333	Pyruvate synthase	Fusobacterium sp.	0.378254406	3E+09
SEQF2959_00948	Heme-binding protein A	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2959_00968	Putative 2-aminoethylphosphonate-binding periplasmic protein	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2959_01584	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2973_01407	Ethanolamine utilization protein EutD	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2980_01070	putative binding protein component of ABC iron transporter	Fusobacterium nucleatum	0.378254406	3E+09
SEQF2985_01712	Phosphate acetyltransferase	Fusobacterium sp.	0.378254406	3E+09
SEQF2985_01793	putative binding protein component of ABC iron transporter	Fusobacterium sp.	0.378254406	3E+09
SEQF3018_02189	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF3025_01963	Phosphate acetyltransferase	Fusobacterium nucleatum	0.378254406	3E+09
SEQF3181_00121	Pyruvate:ferredoxin oxidoreductase	Fusobacterium sp.	0.378254406	3E+09
SEQF3181_01110	Ethanolamine utilization protein EutD	Fusobacterium sp.	0.378254406	3E+09
SEQF3181_01112	Pyruvate:ferredoxin oxidoreductase	Fusobacterium sp.	0.378254406	3E+09
SEQF1075_00869	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF1076_02306	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF1680_01757	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF1879_01416	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium sp.	0.391132519	3E+08
SEQF1883_00770	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF1883_01227	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2065_00863	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2065_01166	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2067_01100	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2530_01566	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2530_01908	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2531_00924	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2531_02140	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2539_00374	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2539_00818	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2812_00758	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2813_00942	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2814_01098	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2815_00568	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2815_01792	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2816_01058	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2816_02144	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2817_01393	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2817_01762	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2818_00566	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2818_01794	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2819_00751	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2819_01830	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2820_00387	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2820_01404	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2821_00808	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2822_01806	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2840_00183	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium hwasookii	0.391132519	3E+08
SEQF2841_02459	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium hwasookii	0.391132519	3E+08
SEQF2896_00614	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium sp.	0.391132519	3E+08
SEQF2959_00403	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2959_00797	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2973_01314	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2973_02091	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2980_00155	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.391132519	3E+08
SEQF2980_01183	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF3025_01586	34 kDa membrane antigen	Fusobacterium nucleatum	0.391132519	3E+08
SEQF1075_00558	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1075_01665	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1075_01805	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1076_02243	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1078_00405	Chaperone protein Skp	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1078_00818	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1078_01400	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1160_00232	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium periodonticum	0.414512832	3E+09
SEQF1160_01293	Urocanate hydratase	Fusobacterium periodonticum	0.414512832	3E+09
SEQF1680_00874	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF1879_01082	Urocanate hydratase	Fusobacterium sp.	0.414512832	3E+09
SEQF1883_00298	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2065_00583	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2065_01565	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2067_00341	Chaperone protein Skp	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2067_00794	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2067_01307	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2067_01905	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2406_00816	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2406_01645	Urocanate hydratase	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2529_00092	Urocanate hydratase	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2529_00691	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2530_01101	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2530_01800	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2531_00351	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2531_01992	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2539_00516	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2539_01299	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2555_01450	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2555_02028	Urocanate hydratase	Fusobacterium periodonticum	0.414512832	3E+09
SEQF2763_03387	60 kDa chaperonin 5	Mesorhizobium	0.414512832	3E+09
SEQF2812_00384	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2812_01261	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2812_01386	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2813_00636	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2813_01433	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2813_01573	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2814_00442	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2814_00584	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2814_01538	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2815_01058	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2815_01670	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2816_01670	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2816_01986	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2817_00879	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2817_01638	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2818_01105	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2818_01890	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2819_01330	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2819_02076	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2820_00509	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2820_00851	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2821_00753	Chaperone protein Skp	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2821_00906	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2821_01499	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2822_00281	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2822_00393	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2822_01753	Chaperone protein Skp	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2822_01911	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2840_00045	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2840_01601	Urocanate hydratase	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2841_00064	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2841_01013	Urocanate hydratase	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2842_01454	Urocanate hydratase	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2842_02267	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2843_00048	Urocanate hydratase	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2843_00488	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium hwasookii	0.414512832	3E+09
SEQF2896_00507	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium sp.	0.414512832	3E+09
SEQF2896_01793	60 kDa chaperonin	Fusobacterium sp.	0.414512832	3E+09
SEQF2959_00693	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2959_01570	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2973_00896	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2973_01390	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2980_00326	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2980_01733	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF2985_00546	Urocanate hydratase	Fusobacterium sp.	0.414512832	3E+09
SEQF2985_00965	60 kDa chaperonin	Fusobacterium sp.	0.414512832	3E+09
SEQF2985_01101	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium sp.	0.414512832	3E+09
SEQF3018_00556	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3018_00709	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3018_00832	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3025_00250	Glutaconyl-CoA decarboxylase subunit alpha	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3025_00858	60 kDa chaperonin	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3025_02300	Urocanate hydratase	Fusobacterium nucleatum	0.414512832	3E+09
SEQF3181_01038	Urocanate hydratase	Fusobacterium sp.	0.414512832	3E+09
SEQF1680_00705	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF1680_02451	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF1879_01935	Formate--tetrahydrofolate ligase	Fusobacterium sp.	0.441102658	3E+08
SEQF1883_01654	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2065_00125	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2065_01826	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2067_01065	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2406_00627	Formate--tetrahydrofolate ligase	Fusobacterium periodonticum	0.441102658	3E+08
SEQF2406_01467	Tryptophanase 1	Fusobacterium periodonticum	0.441102658	3E+08
SEQF2529_01170	Formate--tetrahydrofolate ligase	Fusobacterium periodonticum	0.441102658	3E+08
SEQF2529_01193	Tryptophanase 1	Fusobacterium periodonticum	0.441102658	3E+08
SEQF2530_00033	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2530_01023	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2531_00248	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2531_02524	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2539_01382	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2539_02151	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2555_00482	Formate--tetrahydrofolate ligase	Fusobacterium periodonticum	0.441102658	3E+08
SEQF2815_01131	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2815_02021	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2816_00052	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2816_01160	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2817_00709	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2817_02456	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2818_01507	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2819_00058	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2820_00047	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2821_00580	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2822_01502	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2896_00935	Formate--tetrahydrofolate ligase	Fusobacterium sp.	0.441102658	3E+08
SEQF2959_01132	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2959_01586	Pyruvate synthase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2959_01642	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2973_00380	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2973_00794	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2980_00410	Formate--tetrahydrofolate ligase	Fusobacterium nucleatum	0.441102658	3E+08
SEQF2985_01200	DNA protection during starvation protein	Fusobacterium sp.	0.441102658	3E+08
SEQF3018_01348	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF3025_01985	DNA protection during starvation protein	Fusobacterium nucleatum	0.441102658	3E+08
SEQF3181_00749	Formate--tetrahydrofolate ligase	Fusobacterium sp.	0.441102658	3E+08
SEQF1991_02303	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF1992_04086	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2167_00440	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2168_05796	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2170_04011	Adenosylhomocysteinase	Pseudomonas stutzeri	0.446446741	1E+09
SEQF2171_04179	Adenosylhomocysteinase	Pseudomonas stutzeri	0.446446741	1E+09
SEQF2193_00424	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2352_04233	Adenosylhomocysteinase	Pseudomonas pseudoalcaligenes	0.446446741	1E+09
SEQF2513_00194	Adenosylhomocysteinase	Pseudomonas stutzeri	0.446446741	1E+09
SEQF2521_00352	Adenosylhomocysteinase	Pseudomonas stutzeri	0.446446741	1E+09
SEQF2695_03416	Adenosylhomocysteinase	Pseudomonas otitidis	0.446446741	1E+09
SEQF2696_00465	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2697_00459	Adenosylhomocysteinase	Pseudomonas aeruginosa	0.446446741	1E+09
SEQF2848_00122	Adenosylhomocysteinase	Micavibrio aeruginosavorus	0.446446741	1E+09
SEQF2864_01188	Adenosylhomocysteinase	Acinetobacter radioresistens	0.446446741	1E+09
SEQF2884_01658	Adenosylhomocysteinase	Acinetobacter lwoffii	0.446446741	1E+09
