stefy
ID	proteína	bacteria	pvalue	log2FoldChange
SEQF2670_01169	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium necrophorum	0.186969951	4E+09
SEQF2744_01133	Acyl-CoA dehydrogenase  short-chain specific	Peptostreptococcaceae	0.186969951	4E+09
SEQF2812_00045	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2812_00382	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2812_01430	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2812_01943	Acetate CoA-transferase subunit alpha	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2813_00507	Acetate CoA-transferase subunit alpha	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2813_00634	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2813_01614	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2813_02160	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2814_00401	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2814_01540	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2814_01674	Acetate CoA-transferase subunit alpha	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2814_02404	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2815_00141	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2815_00726	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2815_01672	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2815_01966	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2816_00401	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2816_01228	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2816_01988	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2817_01212	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2817_01640	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2817_01941	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2817_02126	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2818_00201	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2818_00642	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2818_00997	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2818_01888	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2819_00100	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2819_00830	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2819_01219	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2819_01916	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2819_02078	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2820_00089	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2820_00272	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2820_00507	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2820_00957	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2821_00167	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2821_00646	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2821_00904	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2822_01177	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2822_01650	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2822_01909	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2840_00047	Glutaconate CoA-transferase subunit A	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2840_00642	Trigger factor	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2840_00852	Elongation factor G	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2840_02113	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2841_00062	Glutaconate CoA-transferase subunit A	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2841_00563	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2841_01760	Elongation factor G	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2841_01983	Trigger factor	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2842_00546	Trigger factor	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2842_00812	Elongation factor G	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2842_01869	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2842_02269	Glutaconate CoA-transferase subunit A	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2843_00490	Glutaconate CoA-transferase subunit A	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2843_01646	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2843_01899	Trigger factor	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2843_02156	Elongation factor G	Fusobacterium hwasookii	0.186969951	4E+09
SEQF2896_00147	Elongation factor G	Fusobacterium sp.	0.186969951	4E+09
SEQF2896_00509	Glutaconate CoA-transferase subunit A	Fusobacterium sp.	0.186969951	4E+09
SEQF2896_00783	Trigger factor	Fusobacterium sp.	0.186969951	4E+09
SEQF2959_00134	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2959_00695	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2959_00876	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2959_01262	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2973_00058	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2973_00894	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2973_01076	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2973_01304	Trigger factor	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2980_00259	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2980_00324	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2980_01627	Acyl-CoA dehydrogenase  short-chain specific	Fusobacterium nucleatum	0.186969951	4E+09
SEQF2985_01099	Glutaconate CoA-transferase subunit A	Fusobacterium sp.	0.186969951	4E+09
SEQF2985_01336	Elongation factor G	Fusobacterium sp.	0.186969951	4E+09
SEQF2985_01373	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium sp.	0.186969951	4E+09
SEQF3018_00558	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3018_00678	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3018_01364	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3025_00252	Glutaconate CoA-transferase subunit A	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3025_00724	Acetate CoA-transferase subunit alpha	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3025_00824	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3025_01822	Elongation factor G	Fusobacterium nucleatum	0.186969951	4E+09
SEQF3181_00229	Elongation factor G	Fusobacterium sp.	0.186969951	4E+09
SEQF3181_00320	Glyceraldehyde-3-phosphate dehydrogenase	Fusobacterium sp.	0.186969951	4E+09
SEQF3181_01173	Glutaconate CoA-transferase subunit A	Fusobacterium sp.	0.186969951	4E+09
SEQF2842_00068	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium hwasookii	0.192606096	4E+09
SEQF2843_00613	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium hwasookii	0.192606096	4E+09
SEQF3018_01419	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.192606096	4E+09
SEQF3025_00723	Butyrate--acetoacetate CoA-transferase subunit B	Fusobacterium nucleatum	0.192606096	4E+09
SEQF1303_00511	Glyceraldehyde-3-phosphate dehydrogenase	Pseudomonas stutzeri	0.194653792	-3E+08
SEQF2170_00541	Glyceraldehyde-3-phosphate dehydrogenase	Pseudomonas stutzeri	0.194653792	-3E+08
SEQF2171_00559	Glyceraldehyde-3-phosphate dehydrogenase	Pseudomonas stutzeri	0.194653792	-3E+08
SEQF1160_00233	Glutaconate CoA-transferase subunit B	Fusobacterium periodonticum	0.210043046	4E+09
SEQF1879_01163	Glutaconate CoA-transferase subunit B	Fusobacterium sp.	0.210043046	4E+09
SEQF1883_01093	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2065_01564	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2406_00815	Glutaconate CoA-transferase subunit B	Fusobacterium periodonticum	0.210043046	4E+09
SEQF2529_00692	Glutaconate CoA-transferase subunit B	Fusobacterium periodonticum	0.210043046	4E+09
SEQF2530_01801	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2531_01993	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2539_00515	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2555_01449	Glutaconate CoA-transferase subunit B	Fusobacterium periodonticum	0.210043046	4E+09
SEQF2812_00383	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2813_00635	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2814_01539	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2815_01671	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2816_01987	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2817_01639	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2818_01889	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2819_02077	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2820_00508	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2840_00046	Glutaconate CoA-transferase subunit B	Fusobacterium hwasookii	0.210043046	4E+09
SEQF2841_00063	Glutaconate CoA-transferase subunit B	Fusobacterium hwasookii	0.210043046	4E+09
SEQF2842_02268	Glutaconate CoA-transferase subunit B	Fusobacterium hwasookii	0.210043046	4E+09
SEQF2843_00489	Glutaconate CoA-transferase subunit B	Fusobacterium hwasookii	0.210043046	4E+09
SEQF2896_00508	Glutaconate CoA-transferase subunit B	Fusobacterium sp.	0.210043046	4E+09
SEQF2959_00694	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2973_00895	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2980_00325	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF2985_00551	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium sp.	0.210043046	4E+09
SEQF3018_00557	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF3025_00251	Glutaconate CoA-transferase subunit B	Fusobacterium nucleatum	0.210043046	4E+09
SEQF3181_01174	Glutaconate CoA-transferase subunit B	Fusobacterium sp.	0.210043046	4E+09
SEQF2715_03126	Chaperone protein dnaK2	Anaerolinea thermophila	0.212900878	0.647013484
SEQF2717_00756	Chaperone protein dnaK2	Caldilinea aerophila	0.212900878	0.647013484
SEQF2718_00795	Chaperone protein dnaK2	Chlorobium limicola	0.212900878	0.647013484
SEQF2736_01271	Chaperone protein dnaK2	WPS-2 G-1 sp.	0.212900878	0.647013484
SEQF3157_00289	Chaperone protein dnaK2	Segetibacter aerophilus	0.212900878	0.647013484
SEQF1076_00146	Periplasmic oligopeptide-binding protein	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2406_00408	Glutathione-binding protein GsiB	Fusobacterium periodonticum	0.215033125	4E+09
SEQF2812_00661	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2814_01197	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2818_00474	Periplasmic dipeptide transport protein	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2819_00653	Periplasmic dipeptide transport protein	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2820_01555	Periplasmic dipeptide transport protein	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2840_02256	Glutathione-binding protein GsiB	Fusobacterium hwasookii	0.215033125	4E+09
SEQF2841_00414	Glutathione-binding protein GsiB	Fusobacterium hwasookii	0.215033125	4E+09
SEQF2842_02022	Heme-binding protein A	Fusobacterium hwasookii	0.215033125	4E+09
SEQF2843_01540	Glutathione-binding protein GsiB	Fusobacterium hwasookii	0.215033125	4E+09
SEQF2980_01089	Periplasmic dipeptide transport protein	Fusobacterium nucleatum	0.215033125	4E+09
SEQF2985_01780	Glutathione-binding protein GsiB	Fusobacterium sp.	0.215033125	4E+09
SEQF3018_01886	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.215033125	4E+09
SEQF3025_00687	Glutathione-binding protein GsiB	Fusobacterium nucleatum	0.215033125	4E+09
SEQF1680_00783	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF1883_00211	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2064_00996	Tryptophanase 1	Fusobacterium necrophorum	0.226031211	4E+09
SEQF2067_01090	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2347_00414	Tryptophanase 1	Fusobacterium necrophorum	0.226031211	4E+09
SEQF2389_01852	Tryptophanase 1	Fusobacterium necrophorum	0.226031211	4E+09
SEQF2406_00451	L-lysine 2 3-aminomutase	Fusobacterium periodonticum	0.226031211	4E+09
SEQF2529_01431	L-lysine 2 3-aminomutase	Fusobacterium periodonticum	0.226031211	4E+09
SEQF2530_01085	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2530_01918	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2531_00329	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2531_02150	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2532_01863	Tryptophanase 1	Fusobacterium necrophorum	0.226031211	4E+09
SEQF2539_00364	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2539_01325	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2550_01035	Tryptophanase 1	Fusobacterium gonidiaformans	0.226031211	4E+09
SEQF2555_00058	Chaperone protein Skp	Fusobacterium periodonticum	0.226031211	4E+09
SEQF2555_00835	L-lysine 2 3-aminomutase	Fusobacterium periodonticum	0.226031211	4E+09
SEQF2670_00790	Tryptophanase 1	Fusobacterium necrophorum	0.226031211	4E+09
SEQF2812_01953	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2813_00497	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2814_01684	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2815_01073	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2815_01802	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2816_02154	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2817_00787	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2817_01772	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2818_01784	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2819_01841	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2820_00377	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2821_00798	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2822_01796	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2840_00194	L-lysine 2 3-aminomutase	Fusobacterium hwasookii	0.226031211	4E+09
SEQF2841_02448	L-lysine 2 3-aminomutase	Fusobacterium hwasookii	0.226031211	4E+09
SEQF2842_00079	L-lysine 2 3-aminomutase	Fusobacterium hwasookii	0.226031211	4E+09
SEQF2843_00624	L-lysine 2 3-aminomutase	Fusobacterium hwasookii	0.226031211	4E+09
SEQF2896_00624	L-lysine 2 3-aminomutase	Fusobacterium sp.	0.226031211	4E+09
SEQF2896_00700	Tryptophanase 1	Fusobacterium sp.	0.226031211	4E+09
SEQF2959_00807	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2973_01409	Pyruvate synthase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2973_02101	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2980_00145	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF2985_02340	L-lysine 2 3-aminomutase	Fusobacterium sp.	0.226031211	4E+09
SEQF3018_01408	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF3025_00734	L-lysine 2 3-aminomutase	Fusobacterium nucleatum	0.226031211	4E+09
SEQF3181_01577	L-lysine 2 3-aminomutase	Fusobacterium sp.	0.226031211	4E+09
SEQF1983_01169	putative FAD-linked oxidoreductase	Fusobacterium gonidiaformans	0.233956234	4E+09
SEQF2550_00723	putative FAD-linked oxidoreductase	Fusobacterium gonidiaformans	0.233956234	4E+09
SEQF2794_02407	Maltodextrin phosphorylase	Desulfomicrobium orale	0.331382551	-3E+09
SEQF1075_01128	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF1075_01800	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF1078_01393	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF1160_00831	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium periodonticum	0.3484576	3E+09
SEQF1160_01695	3-aminobutyryl-CoA ammonia lyase	Fusobacterium periodonticum	0.3484576	3E+09
SEQF1593_01833	Enolase	Selenomonas noxia	0.3484576	3E+09
SEQF1616_00351	Enolase	Selenomonas flueggei	0.3484576	3E+09
SEQF1673_02010	Enolase	Selenomonas infelix	0.3484576	3E+09
SEQF1690_01595	Enolase	Selenomonas noxia	0.3484576	3E+09
SEQF1697_00958	Enolase	Selenomonas artemidis	0.3484576	3E+09
SEQF1858_02042	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF1879_01780	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium sp.	0.3484576	3E+09
SEQF1890_01688	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF1914_02299	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF1951_00832	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF1958_00900	Enolase	Centipeda periodontii	0.3484576	3E+09
SEQF1993_01363	Enolase	Pseudoramibacter alactolyticus	0.3484576	3E+09
SEQF2065_00745	Elongation factor Tu	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2067_00799	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2347_01636	Enolase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2389_00203	Enolase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2448_00987	Enolase	Oribacterium sp.	0.3484576	3E+09
SEQF2454_00059	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF2529_00376	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium periodonticum	0.3484576	3E+09
SEQF2530_01921	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2531_02153	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2532_01084	Enolase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2532_01668	3-aminobutyryl-CoA ammonia lyase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2539_00361	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2550_01189	3-aminobutyryl-CoA ammonia lyase	Fusobacterium gonidiaformans	0.3484576	3E+09
SEQF2550_01708	Enolase	Fusobacterium gonidiaformans	0.3484576	3E+09
SEQF2555_00838	3-aminobutyryl-CoA ammonia lyase	Fusobacterium periodonticum	0.3484576	3E+09
SEQF2555_01752	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium periodonticum	0.3484576	3E+09
SEQF2584_00382	Enolase	Selenomonas artemidis	0.3484576	3E+09
SEQF2670_01556	3-aminobutyryl-CoA ammonia lyase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2670_01660	D-galactose-binding periplasmic protein	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2670_01692	Enolase	Fusobacterium necrophorum	0.3484576	3E+09
SEQF2752_00223	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF2760_01142	Enolase	Lachnoanaerobaculum saburreum	0.3484576	3E+09
SEQF2761_02326	Enolase	Lachnoanaerobaculum saburreum	0.3484576	3E+09
SEQF2777_00756	Enolase	Oribacterium parvum	0.3484576	3E+09
SEQF2805_00120	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF2812_01018	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2812_01266	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2812_01956	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2813_00494	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2813_01201	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2813_01438	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2814_00579	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2814_00821	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2814_01687	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2815_01805	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2816_02157	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2817_01775	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2818_01781	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2819_01844	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2820_00374	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2821_00795	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2821_01494	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2822_00388	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2822_01793	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2840_00197	3-aminobutyryl-CoA ammonia lyase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2840_01596	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2840_01753	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2841_00858	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2841_01018	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2841_02445	3-aminobutyryl-CoA ammonia lyase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2842_00082	3-aminobutyryl-CoA ammonia lyase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2842_01449	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2842_01618	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2843_00053	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2843_00627	3-aminobutyryl-CoA ammonia lyase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2843_00942	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium hwasookii	0.3484576	3E+09
SEQF2896_00627	3-aminobutyryl-CoA ammonia lyase	Fusobacterium sp.	0.3484576	3E+09
SEQF2917_00740	Enolase	Lachnoanaerobaculum sp.	0.3484576	3E+09
SEQF2919_00520	Enolase	Selenomonas sp.	0.3484576	3E+09
SEQF2959_00810	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2973_01988	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2980_00142	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF2985_00842	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium sp.	0.3484576	3E+09
SEQF2985_01100	Glutaconate CoA-transferase subunit B	Fusobacterium sp.	0.3484576	3E+09
SEQF2985_02337	3-aminobutyryl-CoA ammonia lyase	Fusobacterium sp.	0.3484576	3E+09
SEQF3018_01081	3-hydroxybutyryl-CoA dehydrogenase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF3018_01405	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF3025_00737	3-aminobutyryl-CoA ammonia lyase	Fusobacterium nucleatum	0.3484576	3E+09
SEQF3025_02305	Caffeyl-CoA reductase-Etf complex subunit CarE	Fusobacterium nucleatum	0.3484576	3E+09
